Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (in),qc,Precip (in),qc,Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Max Air Temp (F),qc,Min Air Temp (F),qc,Avg Air Temp (F),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (F),qc,Avg Wind Speed (mph),qc,Wind Run (miles),qc,Avg Soil Temp (F),qc
192,Silverwood Lake,San Bernardino,2015-10-29,302,0.11, ,0, ,372, ,7.6, ,60.3, ,45.9,Y,51.3, ,82, ,35, ,59, ,37.5, ,8.2, ,196.9, ,54.5, 
192,Silverwood Lake,San Bernardino,2015-10-30,303,0.16, ,0, ,383, ,4, ,62.4, ,45.2,Y,52.8, ,43, ,17, ,29, ,21.7, ,8.9,Y,213.7,Y,53.4, 
192,Silverwood Lake,San Bernardino,2015-10-31,304,0.12, ,0, ,377, ,5.7, ,72.6, ,36.6, ,53.5, ,73, ,20, ,41, ,30.4, ,3.4, ,81, ,52.9, 
192,Silverwood Lake,San Bernardino,2015-11-01,305,0.12,R,0, ,373, ,6, ,76.5, ,34.1, ,52.4, ,78, ,16, ,45, ,31.6, ,3.3, ,78.6, ,52.4, 
192,Silverwood Lake,San Bernardino,2015-11-02,306,0.1, ,0.19, ,306, ,7.7, ,61.8, ,38.5, ,49, ,100, ,29, ,65, ,37.8, ,8.4, ,200.5, ,52.3, 
192,Silverwood Lake,San Bernardino,2015-11-03,307,0.03, ,0.19, ,160, ,7.1, ,46, ,33.6, ,38.3, ,99, ,66, ,90, ,35.6, ,4.8, ,116.1, ,51.2, 
192,Silverwood Lake,San Bernardino,2015-11-04,308,0.06, ,0, ,290, ,5.1, ,47.5, ,23.4, ,34.6, ,99, ,44, ,75, ,27.5, ,3.8, ,90.9, ,49.9, 
192,Silverwood Lake,San Bernardino,2015-11-05,309,0.08, ,0, ,355, ,4.2, ,51, ,20.8, ,33.6, ,95, ,31, ,65, ,23, ,2.6, ,61.3, ,47.8, 
192,Silverwood Lake,San Bernardino,2015-11-06,310,0.1, ,0, ,361, ,3.8, ,51.1, ,24.9, ,39.6, ,87, ,29, ,46, ,20.5, ,5.6, ,134.2, ,46.7, 
192,Silverwood Lake,San Bernardino,2015-11-07,311,0.09, ,0, ,360, ,4, ,56.4, ,25.3, ,38.3, ,81, ,24, ,51, ,21.6, ,3.6, ,87.1, ,46.5, 
192,Silverwood Lake,San Bernardino,2015-11-08,312,0.1, ,0, ,353, ,4.4, ,59.1, ,23.3, ,42.6, ,87, ,22, ,47, ,23.9, ,4.2, ,101.7, ,45.6, 
192,Silverwood Lake,San Bernardino,2015-11-09,313,0.03, ,0, ,114, ,6.8, ,46.7, ,35.3, ,41.2, ,99, ,40, ,77, ,34.5, ,7.2, ,173.6, ,46, 
192,Silverwood Lake,San Bernardino,2015-11-10,314,0.06, ,0.01, ,308, ,5.6, ,45.2, ,22.8, ,35.8, ,99, ,52, ,78, ,29.8, ,4.4, ,106.5, ,46.3, 
192,Silverwood Lake,San Bernardino,2015-11-11,315,0.09, ,0, ,351, ,3.1, ,51.7, ,18.4, ,33.3, ,95, ,15, ,48, ,15.7, ,4.2, ,100.7, ,44.8, 
192,Silverwood Lake,San Bernardino,2015-11-12,316,0.09, ,0, ,349, ,2.6, ,54.3, ,16.7,Y,34.4, ,74, ,17, ,39, ,12, ,3.5, ,84.1, ,43.1, 
192,Silverwood Lake,San Bernardino,2015-11-13,317,0.09, ,0, ,344, ,3.2, ,57.9, ,23.7, ,37.7, ,73, ,18, ,41, ,16.2, ,3.7, ,89.6, ,42.7, 
192,Silverwood Lake,San Bernardino,2015-11-14,318,0.09, ,0, ,341, ,3.3, ,63.1, ,22, ,39, ,76, ,14, ,41, ,17.6, ,3.2, ,77.8, ,42.4, 
192,Silverwood Lake,San Bernardino,2015-11-15,319,0.03, ,0.05, ,86, ,5.7, ,47.9, ,28.5, ,41.1, ,95, ,25, ,66, ,30.5, ,8.1, ,193.8, ,42.8, 
192,Silverwood Lake,San Bernardino,2015-11-16,320,0.07, ,0.02, ,319, ,3.8, ,39.5, ,27.7, ,32.2, ,82, ,48, ,62, ,20.6, ,9.3,Y,223.2,Y,42.6, 
192,Silverwood Lake,San Bernardino,2015-11-17,321,0.11, ,0, ,309, ,3.6, ,53.5, ,27.6, ,40.6, ,85, ,18, ,42, ,19.1, ,4.4, ,106.5, ,42.1, 
192,Silverwood Lake,San Bernardino,2015-11-18,322,0.08, ,0, ,328, ,4.6, ,67.3, ,25.7, ,40.4, ,93, ,13, ,54, ,24.9, ,2.8, ,66.2, ,42, 
192,Silverwood Lake,San Bernardino,2015-11-19,323,0.09, ,0, ,330, ,3.9, ,65.6, ,26.2, ,40.8, ,80, ,15, ,45, ,21, ,2.7, ,65.6, ,42.1, 
192,Silverwood Lake,San Bernardino,2015-11-20,324,0.09, ,0, ,319, ,4.9, ,65.3, ,26.4, ,45.2, ,83, ,25, ,48, ,26.8, ,3.3, ,78.8, ,42.1, 
192,Silverwood Lake,San Bernardino,2015-11-21,325,0.08, ,0, ,318, ,4.4, ,60.1, ,27.3, ,40.2, ,93, ,21, ,52, ,24.1, ,3, ,71.8, ,42.6, 
192,Silverwood Lake,San Bernardino,2015-11-22,326,0.08, ,0, ,320, ,3.5, ,61.4, ,24.1, ,38.8, ,73, ,15, ,43, ,18.5, ,2.6, ,62.2, ,42.1, 
192,Silverwood Lake,San Bernardino,2015-11-23,327,0.09,R,0, ,314, ,4.3, ,62.5, ,26.3, ,42.9, ,80, ,20, ,46, ,23.3, ,4.4, ,106.1, ,41.8, 
192,Silverwood Lake,San Bernardino,2015-11-24,328,0.08, ,0, ,259, ,5.9, ,53.6, ,30, ,43.9, ,100, ,34, ,60, ,31, ,8.8, ,210.1, ,42.2, 
192,Silverwood Lake,San Bernardino,2015-11-25,329,0.01, ,0.12, ,103, ,6.5, ,40.1, ,30.9, ,35, ,100, ,84, ,94, ,33.5, ,9.4,Y,226.4,Y,42.6, 
192,Silverwood Lake,San Bernardino,2015-11-26,330,0.01, ,0.18, ,122, ,5.6, ,39.3, ,27.4, ,32.9, ,98, ,77, ,88, ,29.8, ,2.9, ,69.2, ,41.8, 
192,Silverwood Lake,San Bernardino,2015-11-27,331,0, ,0.04, ,28, ,4.3, ,38.9, ,16.7, ,27.7, ,98, ,57, ,83, ,23.3, ,2.4, ,58.5, ,41.7, 
192,Silverwood Lake,San Bernardino,2015-11-28,332,0.03, ,0.01, ,200, ,3.4, ,38.2, ,12.4, ,25.6, ,94, ,39, ,72, ,17.8, ,2.7, ,64.3, ,41.2, 
192,Silverwood Lake,San Bernardino,2015-11-29,333,0.05, ,0.01, ,312, ,3.1, ,42.1, ,13.9, ,27.7, ,88, ,25, ,61, ,16, ,3, ,71.8, ,40.4, 
192,Silverwood Lake,San Bernardino,2015-11-30,334,0.05, ,0, ,283, ,2.8, ,47.6, ,11.5, ,27.1, ,87, ,20, ,56, ,13.4, ,2.7, ,65.2, ,39, 
192,Silverwood Lake,San Bernardino,2015-12-01,335,0.06, ,0, ,301, ,2.8, ,48.2, ,18.5, ,30.8, ,75, ,19, ,48, ,13.5, ,3, ,72.4, ,38.1, 
192,Silverwood Lake,San Bernardino,2015-12-02,336,0.07, ,0, ,299, ,3.6, ,60.1, ,20.3, ,34.9, ,90, ,20, ,52, ,19.1, ,2.5, ,60, ,37.7, 
192,Silverwood Lake,San Bernardino,2015-12-03,337,0.08, ,0, ,243, ,3.4, ,60.6, ,25.4, ,41.8, ,83, ,15, ,38, ,18.1, ,4, ,96.1, ,38, 
192,Silverwood Lake,San Bernardino,2015-12-04,338,0.05, ,0, ,153, ,4.3, ,49.4, ,22.9, ,39.1, ,98, ,26, ,53, ,23.7, ,4.1, ,99.3, ,38.7, 
192,Silverwood Lake,San Bernardino,2015-12-05,339,0.06, ,0, ,280, ,4.2, ,54, ,17.3, ,32.4, ,95, ,33, ,67, ,22.8, ,2.4, ,58.6, ,38.1, 
192,Silverwood Lake,San Bernardino,2015-12-06,340,0.07, ,0, ,255, ,4, ,65.6, ,25.3, ,39.9, ,74, ,13, ,48, ,21.8, ,2.9, ,68.6, ,38.1, 
192,Silverwood Lake,San Bernardino,2015-12-07,341,0.07, ,0.01, ,288, ,3.9, ,62.9, ,24.8, ,39.9, ,76, ,17, ,47, ,21.4, ,2.5, ,61, ,38.5, 
192,Silverwood Lake,San Bernardino,2015-12-08,342,0.07, ,0, ,274, ,4.7, ,68.8, ,28.1, ,43.5, ,78, ,16, ,49, ,25.8, ,2.4, ,56.6, ,39.1, 
192,Silverwood Lake,San Bernardino,2015-12-09,343,0.07, ,0, ,228, ,5.2, ,67.2, ,31, ,46.7, ,83, ,21, ,48, ,28.2, ,3.5, ,84.6, ,40, 
192,Silverwood Lake,San Bernardino,2015-12-10,344,0.08, ,0.05, ,146, ,7.5, ,56.9, ,32, ,47.6, ,99, ,30, ,67, ,37, ,7.6, ,182.8, ,41.4, 
192,Silverwood Lake,San Bernardino,2015-12-11,345,0, ,0.27, ,59, ,6.4, ,43.7, ,26.9, ,35.2, ,100, ,75, ,92, ,33.2, ,7.8, ,186.6, ,41.4, 
192,Silverwood Lake,San Bernardino,2015-12-12,346,0.06, ,0, ,282, ,4.4, ,41.3, ,23.8, ,32.6, ,94, ,46, ,70, ,23.8, ,6.9, ,165.7, ,40.1, 
192,Silverwood Lake,San Bernardino,2015-12-13,347,0.06, ,0.73, ,277, ,5.5, ,50.3, ,22.5, ,35.1, ,100, ,39, ,80, ,29.6, ,6.6, ,157.3, ,39.1, 
192,Silverwood Lake,San Bernardino,2015-12-14,348,0.04, ,0.08, ,213, ,3.8, ,34.8, ,22.8, ,28.4, ,87, ,58, ,71, ,20.3, ,5.3, ,128.2, ,38.2, 
192,Silverwood Lake,San Bernardino,2015-12-15,349,0.05, ,0.03, ,283, ,3, ,35.4, ,21.9, ,27.5, ,81, ,40, ,58, ,14.9, ,6.7, ,160.4, ,37.1, 
192,Silverwood Lake,San Bernardino,2015-12-16,350,0.05, ,0, ,280, ,2.7, ,41.6, ,19, ,28.3, ,72, ,29, ,50, ,12.3, ,3.9, ,92.7, ,36.3, 
192,Silverwood Lake,San Bernardino,2015-12-17,351,0.06, ,0, ,271, ,3.4, ,53.8, ,19, ,32, ,92, ,23, ,56, ,18.2, ,2.5, ,60.8, ,35.8, 
192,Silverwood Lake,San Bernardino,2015-12-18,352,0.06, ,0, ,275, ,4.9, ,59.2, ,24.2, ,35.9, ,97, ,30, ,68, ,26.6, ,2.9, ,70.3, ,35.6, 
192,Silverwood Lake,San Bernardino,2015-12-19,353,0.07, ,0.48, ,242, ,5.3, ,49.3, ,31.7, ,39.2, ,99, ,33, ,65, ,28.4, ,8.2, ,196.2, ,35.7, 
192,Silverwood Lake,San Bernardino,2015-12-20,354,0.03, ,0, ,210, ,5.5, ,40.3, ,24.7, ,32.2, ,98, ,73, ,89, ,29.3, ,3.8, ,90.8, ,36.1, 
192,Silverwood Lake,San Bernardino,2015-12-21,355,0.05, ,0, ,245, ,6.4, ,53.1, ,25.8, ,37.7, ,98, ,49, ,83, ,33, ,3.6, ,87.2, ,36.1, 
192,Silverwood Lake,San Bernardino,2015-12-22,356,0.01, ,0, ,95, ,9.6,Y,47, ,40.2,Y,43.6, ,100, ,96, ,99,Y,43.3,Y,7, ,168.3, ,38, 
192,Silverwood Lake,San Bernardino,2015-12-23,357,0.05, ,0, ,260, ,7.3, ,53.7, ,30.3, ,42.4, ,98, ,31, ,80, ,36.5, ,4.5, ,108.3, ,39.5, 
192,Silverwood Lake,San Bernardino,2015-12-24,358,0.04, ,0, ,220, ,5.6, ,43.9, ,22.3, ,32.7, ,98, ,69, ,90, ,30, ,5.7, ,136.3, ,38.9, 
192,Silverwood Lake,San Bernardino,2015-12-25,359,0.04, ,0, ,256, ,3.7, ,35.6, ,22.8, ,28.9, ,95, ,40, ,68, ,19.8, ,5.5, ,131.8, ,38.1, 
192,Silverwood Lake,San Bernardino,2015-12-26,360,0.09, ,0.06,H,287, ,2, ,34.4, ,20, ,27.1, ,84, ,19, ,39, ,5.6, ,13,Y,312.3,Y,36.7, 
192,Silverwood Lake,San Bernardino,2015-12-27,361,0.06, ,0, ,238, ,1.6, ,41.4, ,16.3, ,29.8, ,48, ,19, ,28, ,0.6, ,3.9, ,92.5, ,35.5, 
192,Silverwood Lake,San Bernardino,2015-12-28,362,0.06, ,0, ,236, ,2.9, ,40.8, ,23.2, ,30.8, ,94, ,18, ,50, ,14.5, ,6.1, ,146.7, ,35, 
192,Silverwood Lake,San Bernardino,2015-12-29,363,0.05, ,0, ,278, ,3.4, ,40.7, ,17.5, ,26.8, ,94, ,39, ,69, ,18.1, ,3.6, ,87.6, ,34.8, 
192,Silverwood Lake,San Bernardino,2015-12-30,364,0.05, ,0, ,280, ,3.3, ,49.4, ,14.7, ,27.1, ,92, ,27, ,67, ,17.6, ,2.5, ,59.3, ,34.5, 
192,Silverwood Lake,San Bernardino,2015-12-31,365,0.05, ,0, ,285, ,2.8, ,39.2, ,15.6, ,26.5, ,91, ,38, ,57, ,13.3, ,4.1, ,97.3, ,34.3, 
192,Silverwood Lake,San Bernardino,2016-01-01,1,0.05, ,0, ,286, ,2.6, ,46, ,10.7, ,26.4, ,83, ,25, ,53, ,11.8, ,3, ,71.8, ,34, 
192,Silverwood Lake,San Bernardino,2016-01-02,2,0.07,R,0, ,307, ,2.6, ,57.1, ,20.3, ,37.3, ,70, ,8, ,34, ,11.8, ,4.1, ,98.6, ,33.9, 
192,Silverwood Lake,San Bernardino,2016-01-03,3,0.06, ,0, ,195, ,3.8, ,53.3, ,28.2, ,39.3, ,90, ,17, ,47, ,20.6, ,4.8, ,116, ,33.8, 
192,Silverwood Lake,San Bernardino,2016-01-04,4,0.03, ,0, ,177, ,6.6, ,48.6, ,33.8, ,39.7, ,99, ,58, ,80, ,34, ,2.7, ,65.8, ,34.2, 
192,Silverwood Lake,San Bernardino,2016-01-05,5,0, ,1.91, ,15, ,7.9, ,40.5, ,34.8, ,38.5, ,100, ,93, ,99, ,38.3, ,7.5, ,180.4, ,35.7, 
192,Silverwood Lake,San Bernardino,2016-01-06,6,0, ,1.37, ,29, ,6.4, ,35.5, ,31.7, ,33.4, ,100, ,95, ,99, ,33.2, ,9.4, ,225.7, ,35.7, 
192,Silverwood Lake,San Bernardino,2016-01-07,7,0.01, ,0.37, ,102, ,5.8, ,35.7, ,23.7, ,31.3, ,100, ,90, ,98, ,30.9, ,4.7, ,113.1, ,35, 
192,Silverwood Lake,San Bernardino,2016-01-08,8,0.04, ,0, ,277, ,4.3, ,40.1, ,15.3, ,26.7, ,98, ,61, ,86, ,23.2, ,2.5, ,60.1, ,35, 
192,Silverwood Lake,San Bernardino,2016-01-09,9,0.03, ,0, ,194, ,5.4, ,40.9, ,17.2, ,30.9, ,98, ,73, ,92, ,28.8, ,3.4, ,81.4, ,34.8, 
192,Silverwood Lake,San Bernardino,2016-01-10,10,0.03, ,0, ,176, ,6.1, ,41.4, ,26.8, ,34.1, ,100, ,74, ,92, ,32, ,3.1, ,74.3, ,34.6, 
192,Silverwood Lake,San Bernardino,2016-01-11,11,0.06, ,0, ,298, ,4.2, ,42.5, ,21.7, ,33, ,89, ,44, ,67, ,23.2, ,4.6, ,110, ,34.7, 
192,Silverwood Lake,San Bernardino,2016-01-12,12,0.06, ,0, ,312, ,3.5, ,48.6, ,15.1, ,29.4, ,93, ,27, ,64, ,18.8, ,3.1, ,73.8, ,34.4, 
192,Silverwood Lake,San Bernardino,2016-01-13,13,0.06, ,0, ,251, ,3.8, ,55.2, ,18.8, ,33.8, ,93, ,14, ,58, ,20.8, ,3.2, ,76.8, ,34.1, 
192,Silverwood Lake,San Bernardino,2016-01-14,14,0.07, ,0, ,285, ,3.9, ,54.5, ,22.4, ,35.8, ,98, ,16, ,55, ,21.2, ,3.6, ,85.5, ,33.8, 
192,Silverwood Lake,San Bernardino,2016-01-15,15,0.05, ,0, ,249, ,5.9, ,48.3, ,27, ,37.6, ,98, ,53, ,77, ,31.2, ,4.4, ,106.8, ,33.7, 
192,Silverwood Lake,San Bernardino,2016-01-16,16,0.06, ,0, ,247, ,6.2, ,54.9, ,25.4, ,40.7, ,99, ,39, ,72, ,32.3, ,4, ,96.6, ,33.6, 
192,Silverwood Lake,San Bernardino,2016-01-17,17,0.07, ,0, ,279, ,6.4, ,57.9, ,27.1, ,41.3, ,100, ,31, ,73, ,33.2, ,4, ,94.9, ,33.6, 
192,Silverwood Lake,San Bernardino,2016-01-18,18,0.05, ,0, ,249, ,7.2, ,49.1, ,27.5, ,40.6, ,99, ,61, ,84, ,36, ,4.3, ,102.8, ,34.2, 
192,Silverwood Lake,San Bernardino,2016-01-19,19,0.03, ,0, ,155, ,6.6, ,53.3, ,28, ,38.1, ,100, ,41, ,84, ,33.7, ,4.1, ,98.9, ,34.7, 
192,Silverwood Lake,San Bernardino,2016-01-20,20,0.07, ,0, ,314, ,5.4, ,59.3, ,25.6, ,38.5, ,100, ,21, ,69, ,29.2, ,3, ,71.6, ,35, 
192,Silverwood Lake,San Bernardino,2016-01-21,21,0.06, ,0, ,292, ,5.4, ,55.6, ,22.2, ,36, ,98, ,47, ,75, ,28.9, ,2.3, ,55.8, ,35, 
192,Silverwood Lake,San Bernardino,2016-01-22,22,0.08, ,0, ,241, ,3.7, ,59.3, ,28.7, ,44.1, ,76, ,16, ,38, ,20.2, ,4.3, ,102.3, ,35.2, 
192,Silverwood Lake,San Bernardino,2016-01-23,23,0.04, ,0, ,163, ,5.7, ,49.3, ,26.7, ,39.4, ,96, ,45, ,69, ,30.3, ,3.8, ,92, ,35.8, 
192,Silverwood Lake,San Bernardino,2016-01-24,24,0.06, ,0, ,332, ,5, ,48, ,23.5, ,34.4, ,95, ,47, ,74, ,26.9, ,3.2, ,77.4, ,36, 
192,Silverwood Lake,San Bernardino,2016-01-25,25,0.07, ,0, ,330, ,4.4, ,47.7, ,22.4, ,34.5, ,97, ,40, ,64, ,23.8, ,3.9, ,93.3, ,35.6, 
192,Silverwood Lake,San Bernardino,2016-01-26,26,0.09, ,0, ,343, ,3, ,49.2, ,24.3, ,37.1, ,68, ,18, ,40, ,15.2, ,5.9, ,140.7, ,35.3, 
192,Silverwood Lake,San Bernardino,2016-01-27,27,0.06, ,0, ,244, ,3.4, ,53.9, ,22.2, ,35.5, ,78, ,22, ,48, ,18, ,2.5, ,59.2, ,34.9, 
192,Silverwood Lake,San Bernardino,2016-01-28,28,0.08, ,0, ,342, ,3.9, ,60.7, ,23.9, ,38.6, ,78, ,20, ,48, ,20.9, ,2.5, ,60.5, ,35.1, 
192,Silverwood Lake,San Bernardino,2016-01-29,29,0.11, ,0, ,305, ,6.8, ,64.4, ,31.4, ,53.1,Y,73, ,36, ,49,Y,34.5,Y,6.1, ,147.3, ,36.4, 
192,Silverwood Lake,San Bernardino,2016-01-30,30,0.08, ,0, ,313, ,8.1, ,56.2, ,34.5, ,46.1, ,100, ,49, ,76, ,39.2, ,6.6, ,157.8, ,38.2, 
192,Silverwood Lake,San Bernardino,2016-01-31,31,0, ,2.7, ,23, ,7.5, ,43.1, ,26.2, ,37.1, ,100, ,76, ,100, ,37.2, ,9.5,Y,227.1,Y,39.2, 
192,Silverwood Lake,San Bernardino,2016-02-01,32,0.04, ,0.01, ,241, ,3.6, ,33.9, ,22.4, ,27.4, ,87, ,58, ,72, ,19.5, ,8.2, ,196.7, ,37.8, 
192,Silverwood Lake,San Bernardino,2016-02-02,33,0.07, ,0, ,342, ,3.3, ,45.5, ,14.3, ,29.8, ,91, ,15, ,58, ,16.9, ,3.8, ,90.8, ,36.2, 
192,Silverwood Lake,San Bernardino,2016-02-03,34,0.06, ,0, ,355, ,3.6, ,41.5, ,20.5, ,29.2, ,96, ,35, ,66, ,19.2, ,3, ,71.6, ,35.4, 
192,Silverwood Lake,San Bernardino,2016-02-04,35,0.08, ,0, ,367, ,3, ,46.3, ,20, ,33.5, ,82, ,29, ,47, ,15.3, ,4.3, ,103.9, ,34.9, 
192,Silverwood Lake,San Bernardino,2016-02-05,36,0.09, ,0, ,367, ,3.5, ,49.9, ,25.7, ,37.3, ,74, ,27, ,47, ,18.7, ,5.3, ,127.6, ,34.7, 
192,Silverwood Lake,San Bernardino,2016-02-06,37,0.09, ,0, ,373, ,3.6, ,53.5, ,24.1, ,38, ,79, ,23, ,47, ,19.6, ,4.7, ,112.2, ,34.8, 
192,Silverwood Lake,San Bernardino,2016-02-07,38,0.11, ,0, ,375, ,3.4, ,57.9, ,25.4, ,43, ,74, ,18, ,36, ,18.1, ,5.4, ,130.5, ,35.1, 
192,Silverwood Lake,San Bernardino,2016-02-08,39,0.11, ,0, ,379, ,3.7, ,59.1, ,31.1, ,46.4, ,65, ,20, ,35, ,20.1, ,5.7, ,137.5, ,35.9, 
192,Silverwood Lake,San Bernardino,2016-02-09,40,0.1, ,0, ,389, ,4.5, ,63.9, ,25.9, ,42, ,87, ,20, ,50, ,24.5, ,3.2, ,77.3, ,36.4, 
192,Silverwood Lake,San Bernardino,2016-02-10,41,0.1, ,0, ,366, ,4.7, ,69.2, ,26.2, ,42.8, ,82, ,18, ,51, ,25.8, ,2.6, ,62, ,36.7, 
192,Silverwood Lake,San Bernardino,2016-02-11,42,0.11, ,0, ,397, ,5, ,69.5, ,25.1, ,43.3, ,87, ,20, ,53, ,27.2, ,2.4, ,57.2, ,37, 
192,Silverwood Lake,San Bernardino,2016-02-12,43,0.11, ,0, ,404, ,4.6, ,73.1, ,25.7, ,44.6, ,80, ,9, ,46, ,25, ,2.5, ,59.8, ,37.4, 
192,Silverwood Lake,San Bernardino,2016-02-13,44,0.11, ,0, ,401, ,4.2, ,67.1, ,26.5, ,43.7, ,81, ,16, ,44, ,23.1, ,2.8, ,66.8, ,37.7, 
192,Silverwood Lake,San Bernardino,2016-02-14,45,0.13, ,0, ,378, ,4.3, ,64, ,26.8, ,47.2, ,89, ,17, ,38, ,23.3, ,5.2, ,123.8, ,37.8, 
192,Silverwood Lake,San Bernardino,2016-02-15,46,0.12, ,0, ,409, ,5.9, ,64.4, ,35.4, ,49.6, ,77, ,32, ,49, ,31, ,4.9, ,118.1, ,39.1, 
192,Silverwood Lake,San Bernardino,2016-02-16,47,0.12, ,0, ,422, ,5.3, ,72.9, ,29.6, ,47.3, ,91, ,13, ,47, ,28.3, ,3.2, ,77.8, ,39.4, 
192,Silverwood Lake,San Bernardino,2016-02-17,48,0.16, ,0, ,410, ,5.7, ,62.2, ,38.6, ,51.6,Y,94, ,27, ,44,Y,30.5,Y,10.7,Y,256.8,Y,40.3, 
192,Silverwood Lake,San Bernardino,2016-02-18,49,0.02, ,0.41, ,140, ,8.5,Y,48.5, ,32.7, ,41.3, ,100, ,76, ,96,Y,40.3,Y,8.1, ,193.7, ,40.5, 
192,Silverwood Lake,San Bernardino,2016-02-19,50,0.11, ,0, ,424, ,5.9, ,56.7, ,32.8, ,43.5, ,96, ,21, ,62, ,31.3, ,5.4, ,129.7, ,40.5, 
192,Silverwood Lake,San Bernardino,2016-02-20,51,0.11, ,0.03,H,434, ,5, ,60.9, ,27.4, ,41.4, ,89, ,27, ,56, ,27, ,3.6, ,85.2, ,40.3, 
192,Silverwood Lake,San Bernardino,2016-02-21,52,0.13, ,0, ,444, ,3.6, ,64.6, ,26.3, ,43.8, ,91, ,9, ,37, ,19.6, ,3.7, ,89.9, ,39.9, 
192,Silverwood Lake,San Bernardino,2016-02-22,53,0.15, ,0, ,436, ,3.5, ,60.7, ,26.7, ,45.1, ,77, ,17, ,34, ,18.6, ,6.4, ,152.6, ,39.9, 
192,Silverwood Lake,San Bernardino,2016-02-23,54,0.11, ,0, ,386, ,4, ,61.2, ,28, ,41.5, ,75, ,19, ,44, ,21.5, ,2.9, ,68.8, ,39.8, 
192,Silverwood Lake,San Bernardino,2016-02-24,55,0.11, ,0, ,447, ,3.6, ,58.6, ,23.6, ,38.2, ,77, ,18, ,46, ,19.4, ,3.1, ,74.4, ,39.5, 
192,Silverwood Lake,San Bernardino,2016-02-25,56,0.12, ,0, ,449, ,4.1, ,65, ,23.7, ,41.5, ,79, ,19, ,47, ,22.5, ,2.7, ,64.3, ,39.3, 
192,Silverwood Lake,San Bernardino,2016-02-26,57,0.14, ,0, ,166, ,4.6, ,66.5, ,32, ,49.9,Y,83, ,17, ,38,Y,25.1,Y,3.3, ,78.9, ,40.8, 
192,Silverwood Lake,San Bernardino,2016-02-27,58,0.13, ,0, ,451, ,5.1, ,65.9, ,28, ,45.7, ,92, ,21, ,49, ,27.4, ,3.4, ,82.1, ,40.8, 
192,Silverwood Lake,San Bernardino,2016-02-28,59,0.12, ,0, ,381, ,5.9, ,68.3, ,30.6, ,47.6, ,85, ,25, ,52, ,31, ,2.9, ,69, ,41.3, 
192,Silverwood Lake,San Bernardino,2016-02-29,60,0.14, ,0, ,458, ,5.3, ,68.4, ,30.4, ,47.9, ,88, ,16, ,46, ,28.4, ,3.1, ,74.7, ,42.1, 
192,Silverwood Lake,San Bernardino,2016-03-01,61,0.15, ,0, ,441, ,5.9, ,69.3, ,32.4, ,49.6,Y,84, ,24, ,48,Y,31,Y,4.2, ,99.9, ,42.5,Y
192,Silverwood Lake,San Bernardino,2016-03-02,62,0.14, ,0.02, ,449, ,5.9, ,71.5, ,32, ,50.8,Y,75, ,13, ,47,Y,31.2,Y,3.6, ,87, ,43.3,Y
192,Silverwood Lake,San Bernardino,2016-03-03,63,0.14, ,0, ,411, ,5.4, ,68.8, ,30.3, ,49, ,77, ,12, ,46, ,29.2, ,3.9, ,92.7, ,43.8,Y
192,Silverwood Lake,San Bernardino,2016-03-04,64,0.13, ,0, ,400, ,4.7, ,64.7, ,28.5, ,49.3, ,67, ,16, ,39, ,25.4, ,4.9, ,118.5, ,43.8,Y
192,Silverwood Lake,San Bernardino,2016-03-05,65,0.06, ,0, ,253, ,8.3, ,56.9, ,33.4, ,45.3, ,100, ,50, ,81, ,39.8, ,6.3, ,150.5, ,44.3,Y
192,Silverwood Lake,San Bernardino,2016-03-06,66,0.02, ,0.71, ,130, ,8, ,44, ,37, ,40.3, ,100, ,80, ,94, ,38.8, ,9.8,Y,236.2,Y,43.4, 
192,Silverwood Lake,San Bernardino,2016-03-07,67,0.01, ,0.57, ,115, ,6.2, ,37.6, ,27.6, ,32.6, ,100, ,93, ,99, ,32.3, ,7.2, ,171.6, ,41.8, 
192,Silverwood Lake,San Bernardino,2016-03-08,68,0.1, ,0, ,452, ,5.8, ,51.8, ,28.9, ,36.6, ,100, ,32, ,79, ,30.8, ,6.1, ,145.7, ,40.3, 
192,Silverwood Lake,San Bernardino,2016-03-09,69,0.12, ,0, ,476, ,6.2, ,60.2, ,27, ,41.8, ,97, ,37, ,69, ,32.3, ,3.4, ,81.6, ,39.8, 
192,Silverwood Lake,San Bernardino,2016-03-10,70,0.14, ,0, ,480, ,6.8, ,67.3, ,29.8, ,47, ,99, ,18, ,62, ,34.6, ,4, ,95, ,41, 
192,Silverwood Lake,San Bernardino,2016-03-11,71,0.07, ,0.24, ,268, ,7.4, ,51.7, ,33.8, ,40.6, ,99, ,66, ,86, ,36.7, ,7.2, ,173.8, ,42, 
192,Silverwood Lake,San Bernardino,2016-03-12,72,0.11, ,0, ,510, ,6.3, ,55.7, ,27.1, ,38.2, ,99, ,38, ,81, ,32.8, ,4.7, ,113.4, ,41.4, 
192,Silverwood Lake,San Bernardino,2016-03-13,73,0.11, ,0, ,454, ,7.1, ,53.2, ,27.9, ,39.9, ,100, ,45, ,85, ,35.9, ,5.6, ,134.2, ,41.5, 
